Class,Field,Type,Description Rating,Has Example?
ExcelScript.FilterCriteria,subField,Method,Fine,false
ExcelScript.FilterCriteria,values,Method,Fine,false
ExcelScript.FilterDatetime,N/A,Class,Fine,false
ExcelScript.FilterDatetime,date,Method,Poor,false
ExcelScript.FilterDatetime,specificity,Method,Good,false
ExcelScript.FilterDatetimeSpecificity,N/A,Class,Missing,false
ExcelScript.FilterDatetimeSpecificity,day,EnumField,Missing,false
ExcelScript.FilterDatetimeSpecificity,hour,EnumField,Missing,false
ExcelScript.FilterDatetimeSpecificity,minute,EnumField,Missing,false
ExcelScript.FilterDatetimeSpecificity,month,EnumField,Missing,false
ExcelScript.FilterDatetimeSpecificity,second,EnumField,Missing,false
ExcelScript.FilterDatetimeSpecificity,year,EnumField,Missing,false
ExcelScript.FilterOn,N/A,Class,Missing,true
ExcelScript.FilterOn,bottomItems,EnumField,Missing,false
ExcelScript.FilterOn,bottomPercent,EnumField,Missing,false
ExcelScript.FilterOn,cellColor,EnumField,Missing,false
ExcelScript.FilterOn,custom,EnumField,Missing,false
ExcelScript.FilterOn,dynamic,EnumField,Missing,false
ExcelScript.FilterOn,fontColor,EnumField,Missing,false
ExcelScript.FilterOn,icon,EnumField,Missing,false
ExcelScript.FilterOn,topItems,EnumField,Missing,false
ExcelScript.FilterOn,topPercent,EnumField,Missing,false
ExcelScript.FilterOn,values,EnumField,Missing,false
ExcelScript.FilterOperator,N/A,Class,Missing,true
ExcelScript.FilterOperator,and,EnumField,Missing,false
ExcelScript.FilterOperator,or,EnumField,Missing,false
ExcelScript.FilterPivotHierarchy,N/A,Class,Poor,false
ExcelScript.FilterPivotHierarchy,getEnableMultipleFilterItems(),Method,Poor,false
ExcelScript.FilterPivotHierarchy,getFields(),Method,Poor,false
ExcelScript.FilterPivotHierarchy,getId(),Method,Poor,false
ExcelScript.FilterPivotHierarchy,getName(),Method,Poor,false
ExcelScript.FilterPivotHierarchy,getPivotField(name),Method,Good,false
ExcelScript.FilterPivotHierarchy,getPosition(),Method,Poor,false
ExcelScript.FilterPivotHierarchy,setEnableMultipleFilterItems(enableMultipleFilterItems),Method,Poor,false
ExcelScript.FilterPivotHierarchy,setName(name),Method,Poor,false
ExcelScript.FilterPivotHierarchy,setPosition(position),Method,Poor,false
ExcelScript.FilterPivotHierarchy,setToDefault(),Method,Poor,false
ExcelScript.FormatProtection,N/A,Class,Poor,false
ExcelScript.FormatProtection,getFormulaHidden(),Method,Good,false
ExcelScript.FormatProtection,getLocked(),Method,Good,false
ExcelScript.FormatProtection,setFormulaHidden(formulaHidden),Method,Good,false
ExcelScript.FormatProtection,setLocked(locked),Method,Good,false
ExcelScript.GeometricShape,N/A,Class,Good,false
ExcelScript.GeometricShape,getId(),Method,Poor,false
ExcelScript.GeometricShapeType,N/A,Class,Poor,false
ExcelScript.GeometricShapeType,accentBorderCallout1,EnumField,Missing,false
ExcelScript.GeometricShapeType,accentBorderCallout2,EnumField,Missing,false
ExcelScript.GeometricShapeType,accentBorderCallout3,EnumField,Missing,false
ExcelScript.GeometricShapeType,accentCallout1,EnumField,Missing,false
ExcelScript.GeometricShapeType,accentCallout2,EnumField,Missing,false
ExcelScript.GeometricShapeType,accentCallout3,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonBackPrevious,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonBeginning,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonBlank,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonDocument,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonEnd,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonForwardNext,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonHelp,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonHome,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonInformation,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonMovie,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonReturn,EnumField,Missing,false
ExcelScript.GeometricShapeType,actionButtonSound,EnumField,Missing,false
ExcelScript.GeometricShapeType,arc,EnumField,Missing,false
ExcelScript.GeometricShapeType,bentArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,bentUpArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,bevel,EnumField,Missing,false
ExcelScript.GeometricShapeType,blockArc,EnumField,Missing,false
ExcelScript.GeometricShapeType,borderCallout1,EnumField,Missing,false
ExcelScript.GeometricShapeType,borderCallout2,EnumField,Missing,false
ExcelScript.GeometricShapeType,borderCallout3,EnumField,Missing,false
ExcelScript.GeometricShapeType,bracePair,EnumField,Missing,false
ExcelScript.GeometricShapeType,bracketPair,EnumField,Missing,false
ExcelScript.GeometricShapeType,callout1,EnumField,Missing,false
ExcelScript.GeometricShapeType,callout2,EnumField,Missing,false
ExcelScript.GeometricShapeType,callout3,EnumField,Missing,false
ExcelScript.GeometricShapeType,can,EnumField,Missing,false
ExcelScript.GeometricShapeType,chartPlus,EnumField,Missing,false
ExcelScript.GeometricShapeType,chartStar,EnumField,Missing,false
ExcelScript.GeometricShapeType,chartX,EnumField,Missing,false
ExcelScript.GeometricShapeType,chevron,EnumField,Missing,false
ExcelScript.GeometricShapeType,chord,EnumField,Missing,false
ExcelScript.GeometricShapeType,circularArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,cloud,EnumField,Missing,false
ExcelScript.GeometricShapeType,cloudCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,corner,EnumField,Missing,false
ExcelScript.GeometricShapeType,cornerTabs,EnumField,Missing,false
ExcelScript.GeometricShapeType,cube,EnumField,Missing,false
ExcelScript.GeometricShapeType,curvedDownArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,curvedLeftArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,curvedRightArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,curvedUpArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,decagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,diagonalStripe,EnumField,Missing,false
ExcelScript.GeometricShapeType,diamond,EnumField,Missing,false
ExcelScript.GeometricShapeType,dodecagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,donut,EnumField,Missing,false
ExcelScript.GeometricShapeType,doubleWave,EnumField,Missing,false
ExcelScript.GeometricShapeType,downArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,downArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,ellipse,EnumField,Missing,false
ExcelScript.GeometricShapeType,ellipseRibbon,EnumField,Missing,false
ExcelScript.GeometricShapeType,ellipseRibbon2,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartAlternateProcess,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartCollate,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartConnector,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartDecision,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartDelay,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartDisplay,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartDocument,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartExtract,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartInputOutput,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartInternalStorage,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartMagneticDisk,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartMagneticDrum,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartMagneticTape,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartManualInput,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartManualOperation,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartMerge,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartMultidocument,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartOfflineStorage,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartOffpageConnector,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartOnlineStorage,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartOr,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartPredefinedProcess,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartPreparation,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartProcess,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartPunchedCard,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartPunchedTape,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartSort,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartSummingJunction,EnumField,Missing,false
ExcelScript.GeometricShapeType,flowChartTerminator,EnumField,Missing,false
ExcelScript.GeometricShapeType,foldedCorner,EnumField,Missing,false
ExcelScript.GeometricShapeType,frame,EnumField,Missing,false
ExcelScript.GeometricShapeType,funnel,EnumField,Missing,false
ExcelScript.GeometricShapeType,gear6,EnumField,Missing,false
ExcelScript.GeometricShapeType,gear9,EnumField,Missing,false
ExcelScript.GeometricShapeType,halfFrame,EnumField,Missing,false
ExcelScript.GeometricShapeType,heart,EnumField,Missing,false
ExcelScript.GeometricShapeType,heptagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,hexagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,homePlate,EnumField,Missing,false
ExcelScript.GeometricShapeType,horizontalScroll,EnumField,Missing,false
ExcelScript.GeometricShapeType,irregularSeal1,EnumField,Missing,false
ExcelScript.GeometricShapeType,irregularSeal2,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftBrace,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftBracket,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftCircularArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftRightArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftRightArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftRightCircularArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftRightRibbon,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftRightUpArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,leftUpArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,lightningBolt,EnumField,Missing,false
ExcelScript.GeometricShapeType,lineInverse,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathDivide,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathEqual,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathMinus,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathMultiply,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathNotEqual,EnumField,Missing,false
ExcelScript.GeometricShapeType,mathPlus,EnumField,Missing,false
ExcelScript.GeometricShapeType,moon,EnumField,Missing,false
ExcelScript.GeometricShapeType,nonIsoscelesTrapezoid,EnumField,Missing,false
ExcelScript.GeometricShapeType,noSmoking,EnumField,Missing,false
ExcelScript.GeometricShapeType,notchedRightArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,octagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,parallelogram,EnumField,Missing,false
ExcelScript.GeometricShapeType,pentagon,EnumField,Missing,false
ExcelScript.GeometricShapeType,pie,EnumField,Missing,false
ExcelScript.GeometricShapeType,pieWedge,EnumField,Missing,false
ExcelScript.GeometricShapeType,plaque,EnumField,Missing,false
ExcelScript.GeometricShapeType,plaqueTabs,EnumField,Missing,false
ExcelScript.GeometricShapeType,plus,EnumField,Missing,false
ExcelScript.GeometricShapeType,quadArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,quadArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,rectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,ribbon,EnumField,Missing,false
ExcelScript.GeometricShapeType,ribbon2,EnumField,Missing,false
ExcelScript.GeometricShapeType,rightArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,rightArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,rightBrace,EnumField,Missing,false
ExcelScript.GeometricShapeType,rightBracket,EnumField,Missing,false
ExcelScript.GeometricShapeType,rightTriangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,round1Rectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,round2DiagonalRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,round2SameRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,roundRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,smileyFace,EnumField,Missing,false
ExcelScript.GeometricShapeType,snip1Rectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,snip2DiagonalRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,snip2SameRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,snipRoundRectangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,squareTabs,EnumField,Missing,false
ExcelScript.GeometricShapeType,star10,EnumField,Missing,false
ExcelScript.GeometricShapeType,star12,EnumField,Missing,false
ExcelScript.GeometricShapeType,star16,EnumField,Missing,false
ExcelScript.GeometricShapeType,star24,EnumField,Missing,false
ExcelScript.GeometricShapeType,star32,EnumField,Missing,false
ExcelScript.GeometricShapeType,star4,EnumField,Missing,false
ExcelScript.GeometricShapeType,star5,EnumField,Missing,false
ExcelScript.GeometricShapeType,star6,EnumField,Missing,false
ExcelScript.GeometricShapeType,star7,EnumField,Missing,false
ExcelScript.GeometricShapeType,star8,EnumField,Missing,false
ExcelScript.GeometricShapeType,stripedRightArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,sun,EnumField,Missing,false
ExcelScript.GeometricShapeType,swooshArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,teardrop,EnumField,Missing,false
ExcelScript.GeometricShapeType,trapezoid,EnumField,Missing,false
ExcelScript.GeometricShapeType,triangle,EnumField,Missing,false
ExcelScript.GeometricShapeType,upArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,upArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,upDownArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,upDownArrowCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,uturnArrow,EnumField,Missing,false
ExcelScript.GeometricShapeType,verticalScroll,EnumField,Missing,false
ExcelScript.GeometricShapeType,wave,EnumField,Missing,false
ExcelScript.GeometricShapeType,wedgeEllipseCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,wedgeRectCallout,EnumField,Missing,false
ExcelScript.GeometricShapeType,wedgeRRectCallout,EnumField,Missing,false
ExcelScript.GroupOption,N/A,Class,Missing,false
ExcelScript.GroupOption,byColumns,EnumField,Poor,false
ExcelScript.GroupOption,byRows,EnumField,Poor,false
ExcelScript.HeaderFooter,N/A,Class,Missing,false
ExcelScript.HeaderFooter,getCenterFooter(),Method,Good,false
ExcelScript.HeaderFooter,getCenterHeader(),Method,Good,false
ExcelScript.HeaderFooter,getLeftFooter(),Method,Good,false
ExcelScript.HeaderFooter,getLeftHeader(),Method,Good,false
ExcelScript.HeaderFooter,getRightFooter(),Method,Good,false
ExcelScript.HeaderFooter,getRightHeader(),Method,Good,false
ExcelScript.HeaderFooter,setCenterFooter(centerFooter),Method,Good,false
ExcelScript.HeaderFooter,setCenterHeader(centerHeader),Method,Good,false
ExcelScript.HeaderFooter,setLeftFooter(leftFooter),Method,Good,false
ExcelScript.HeaderFooter,setLeftHeader(leftHeader),Method,Good,false
ExcelScript.HeaderFooter,setRightFooter(rightFooter),Method,Good,false
ExcelScript.HeaderFooter,setRightHeader(rightHeader),Method,Good,false
ExcelScript.HeaderFooterGroup,N/A,Class,Missing,false
ExcelScript.HeaderFooterGroup,getDefaultForAllPages(),Method,Fine,false
ExcelScript.HeaderFooterGroup,getEvenPages(),Method,Fine,false
ExcelScript.HeaderFooterGroup,getFirstPage(),Method,Fine,false
ExcelScript.HeaderFooterGroup,getOddPages(),Method,Fine,false
ExcelScript.HeaderFooterGroup,getState(),Method,Good,false
ExcelScript.HeaderFooterGroup,getUseSheetMargins(),Method,Fine,false
ExcelScript.HeaderFooterGroup,getUseSheetScale(),Method,Fine,false
ExcelScript.HeaderFooterGroup,setState(state),Method,Good,false
ExcelScript.HeaderFooterGroup,setUseSheetMargins(useSheetMargins),Method,Fine,false
ExcelScript.HeaderFooterGroup,setUseSheetScale(useSheetScale),Method,Fine,false
ExcelScript.HeaderFooterState,N/A,Class,Missing,false
ExcelScript.HeaderFooterState,default,EnumField,Fine,false
ExcelScript.HeaderFooterState,firstAndDefault,EnumField,Fine,false
ExcelScript.HeaderFooterState,firstOddAndEven,EnumField,Fine,false
ExcelScript.HeaderFooterState,oddAndEven,EnumField,Fine,false
ExcelScript.HorizontalAlignment,N/A,Class,Missing,false
ExcelScript.HorizontalAlignment,center,EnumField,Missing,false
ExcelScript.HorizontalAlignment,centerAcrossSelection,EnumField,Missing,false
ExcelScript.HorizontalAlignment,distributed,EnumField,Missing,false
ExcelScript.HorizontalAlignment,fill,EnumField,Missing,false
ExcelScript.HorizontalAlignment,general,EnumField,Missing,false
ExcelScript.HorizontalAlignment,justify,EnumField,Missing,false
ExcelScript.HorizontalAlignment,left,EnumField,Missing,false
ExcelScript.HorizontalAlignment,right,EnumField,Missing,false
ExcelScript.Icon,N/A,Class,Poor,false
ExcelScript.Icon,index,Method,Fine,false
ExcelScript.Icon,set,Method,Poor,false
ExcelScript.IconSet,N/A,Class,Missing,false
ExcelScript.IconSet,fiveArrows,EnumField,Missing,false
ExcelScript.IconSet,fiveArrowsGray,EnumField,Missing,false
ExcelScript.IconSet,fiveBoxes,EnumField,Missing,false
ExcelScript.IconSet,fiveQuarters,EnumField,Missing,false
ExcelScript.IconSet,fiveRating,EnumField,Missing,false
ExcelScript.IconSet,fourArrows,EnumField,Missing,false
ExcelScript.IconSet,fourArrowsGray,EnumField,Missing,false
ExcelScript.IconSet,fourRating,EnumField,Missing,false
ExcelScript.IconSet,fourRedToBlack,EnumField,Missing,false
ExcelScript.IconSet,fourTrafficLights,EnumField,Missing,false
ExcelScript.IconSet,invalid,EnumField,Missing,false
ExcelScript.IconSet,threeArrows,EnumField,Missing,false
ExcelScript.IconSet,threeArrowsGray,EnumField,Missing,false
ExcelScript.IconSet,threeFlags,EnumField,Missing,false
ExcelScript.IconSet,threeSigns,EnumField,Missing,false
ExcelScript.IconSet,threeStars,EnumField,Missing,false
ExcelScript.IconSet,threeSymbols,EnumField,Missing,false
ExcelScript.IconSet,threeSymbols2,EnumField,Missing,false
ExcelScript.IconSet,threeTrafficLights1,EnumField,Missing,false
ExcelScript.IconSet,threeTrafficLights2,EnumField,Missing,false
ExcelScript.IconSet,threeTriangles,EnumField,Missing,false
ExcelScript.IconSetConditionalFormat,N/A,Class,Poor,false
ExcelScript.IconSetConditionalFormat,getCriteria(),Method,Good,false
ExcelScript.IconSetConditionalFormat,getReverseIconOrder(),Method,Good,false
ExcelScript.IconSetConditionalFormat,getShowIconOnly(),Method,Fine,false
ExcelScript.IconSetConditionalFormat,getStyle(),Method,Fine,false
ExcelScript.IconSetConditionalFormat,setCriteria(criteria),Method,Good,false
ExcelScript.IconSetConditionalFormat,setReverseIconOrder(reverseIconOrder),Method,Good,false
ExcelScript.IconSetConditionalFormat,setShowIconOnly(showIconOnly),Method,Fine,false
ExcelScript.IconSetConditionalFormat,setStyle(style),Method,Fine,false
ExcelScript.Image,N/A,Class,Good,false
ExcelScript.Image,getFormat(),Method,Poor,false
ExcelScript.Image,getId(),Method,Poor,false
ExcelScript.Image,getShape(),Method,Poor,false
ExcelScript.ImageFittingMode,N/A,Class,Missing,false
ExcelScript.ImageFittingMode,fill,EnumField,Missing,false
ExcelScript.ImageFittingMode,fit,EnumField,Missing,false
ExcelScript.ImageFittingMode,fitAndCenter,EnumField,Missing,false
ExcelScript.InsertShiftDirection,N/A,Class,Missing,false
ExcelScript.InsertShiftDirection,down,EnumField,Missing,false
ExcelScript.InsertShiftDirection,right,EnumField,Missing,false
ExcelScript.IterativeCalculation,N/A,Class,Poor,false
ExcelScript.IterativeCalculation,getEnabled(),Method,Fine,false
ExcelScript.IterativeCalculation,getMaxChange(),Method,Fine,false
ExcelScript.IterativeCalculation,getMaxIteration(),Method,Fine,false
ExcelScript.IterativeCalculation,setEnabled(enabled),Method,Fine,false
ExcelScript.IterativeCalculation,setMaxChange(maxChange),Method,Fine,false
ExcelScript.IterativeCalculation,setMaxIteration(maxIteration),Method,Fine,false
ExcelScript.KeyboardDirection,N/A,Class,Missing,true
ExcelScript.KeyboardDirection,down,EnumField,Missing,false
ExcelScript.KeyboardDirection,left,EnumField,Missing,false
ExcelScript.KeyboardDirection,right,EnumField,Missing,false
ExcelScript.KeyboardDirection,up,EnumField,Missing,false
ExcelScript.LabelFilterCondition,N/A,Class,Good,false
ExcelScript.LabelFilterCondition,beginsWith,EnumField,Good,false
ExcelScript.LabelFilterCondition,between,EnumField,Good,false
ExcelScript.LabelFilterCondition,contains,EnumField,Good,false
ExcelScript.LabelFilterCondition,endsWith,EnumField,Good,false
ExcelScript.LabelFilterCondition,equals,EnumField,Good,false
ExcelScript.LabelFilterCondition,greaterThan,EnumField,Poor,false
ExcelScript.LabelFilterCondition,greaterThanOrEqualTo,EnumField,Fine,false
ExcelScript.LabelFilterCondition,lessThan,EnumField,Poor,false
ExcelScript.LabelFilterCondition,lessThanOrEqualTo,EnumField,Fine,false
ExcelScript.LabelFilterCondition,unknown,EnumField,Poor,false
ExcelScript.Line,N/A,Class,Good,false
ExcelScript.Line,connectBeginShape(shape,Method,Fine,false
ExcelScript.Line,connectEndShape(shape,Method,Fine,false
ExcelScript.Line,disconnectBeginShape(),Method,Fine,false
ExcelScript.Line,disconnectEndShape(),Method,Fine,false
ExcelScript.Line,getBeginArrowheadLength(),Method,Fine,false
ExcelScript.Line,getBeginArrowheadStyle(),Method,Fine,false
ExcelScript.Line,getBeginArrowheadWidth(),Method,Fine,false
ExcelScript.Line,getBeginConnectedShape(),Method,Fine,false
ExcelScript.Line,getBeginConnectedSite(),Method,Good,false
ExcelScript.Line,getConnectorType(),Method,Poor,false
ExcelScript.Line,getEndArrowheadLength(),Method,Fine,false
ExcelScript.Line,getEndArrowheadStyle(),Method,Fine,false
ExcelScript.Line,getEndArrowheadWidth(),Method,Fine,false
ExcelScript.Line,getEndConnectedShape(),Method,Fine,false
ExcelScript.Line,getEndConnectedSite(),Method,Good,false
ExcelScript.Line,getId(),Method,Poor,false
ExcelScript.Line,getIsBeginConnected(),Method,Fine,false
ExcelScript.Line,getIsEndConnected(),Method,Fine,false
ExcelScript.Line,getShape(),Method,Poor,false
ExcelScript.Line,setBeginArrowheadLength(beginArrowheadLength),Method,Fine,false
ExcelScript.Line,setBeginArrowheadStyle(beginArrowheadStyle),Method,Fine,false
ExcelScript.Line,setBeginArrowheadWidth(beginArrowheadWidth),Method,Fine,false
ExcelScript.Line,setConnectorType(connectorType),Method,Poor,false
ExcelScript.Line,setEndArrowheadLength(endArrowheadLength),Method,Fine,false
ExcelScript.Line,setEndArrowheadStyle(endArrowheadStyle),Method,Fine,false
ExcelScript.Line,setEndArrowheadWidth(endArrowheadWidth),Method,Fine,false
ExcelScript.LinkedDataTypeState,N/A,Class,Missing,false
ExcelScript.LinkedDataTypeState,brokenLinkedData,EnumField,Missing,false
ExcelScript.LinkedDataTypeState,disambiguationNeeded,EnumField,Missing,false
ExcelScript.LinkedDataTypeState,fetchingData,EnumField,Missing,false
ExcelScript.LinkedDataTypeState,none,EnumField,Missing,false
ExcelScript.LinkedDataTypeState,validLinkedData,EnumField,Missing,false
ExcelScript.LinkedWorkbook,N/A,Class,Good,false
ExcelScript.LinkedWorkbook,breakLinks(),Method,Good,false
ExcelScript.LinkedWorkbook,refreshLinks(),Method,Fine,false
ExcelScript.ListDataValidation,N/A,Class,Poor,false
ExcelScript.ListDataValidation,inCellDropDown,Method,Good,false
ExcelScript.ListDataValidation,source,Method,Fine,false
ExcelScript.NamedItem,N/A,Class,Good,false
ExcelScript.NamedItem,delete(),Method,Poor,false
ExcelScript.NamedItem,getArrayValues(),Method,Fine,false
ExcelScript.NamedItem,getComment(),Method,Poor,false
ExcelScript.NamedItem,getFormula(),Method,Good,false
ExcelScript.NamedItem,getName(),Method,Poor,false
ExcelScript.NamedItem,getRange(),Method,Good,false
ExcelScript.NamedItem,getScope(),Method,Good,false
ExcelScript.NamedItem,getType(),Method,Good,false
ExcelScript.NamedItem,getValue(),Method,Good,false
ExcelScript.NamedItem,getVisible(),Method,Poor,false
ExcelScript.NamedItem,getWorksheet(),Method,Good,false
ExcelScript.NamedItem,setComment(comment),Method,Poor,false
ExcelScript.NamedItem,setFormula(formula),Method,Good,false
ExcelScript.NamedItem,setVisible(visible),Method,Poor,false
ExcelScript.NamedItemArrayValues,N/A,Class,Fine,false
ExcelScript.NamedItemArrayValues,getTypes(),Method,Fine,false
ExcelScript.NamedItemArrayValues,getValues(),Method,Fine,false
ExcelScript.NamedItemScope,N/A,Class,Missing,false
ExcelScript.NamedItemScope,workbook,EnumField,Missing,false
ExcelScript.NamedItemScope,worksheet,EnumField,Missing,false
ExcelScript.NamedItemType,N/A,Class,Missing,false
ExcelScript.NamedItemType,array,EnumField,Missing,false
ExcelScript.NamedItemType,boolean,EnumField,Missing,false
ExcelScript.NamedItemType,double,EnumField,Missing,false
ExcelScript.NamedItemType,error,EnumField,Missing,false
ExcelScript.NamedItemType,integer,EnumField,Missing,false
ExcelScript.NamedItemType,range,EnumField,Missing,false
ExcelScript.NamedItemType,string,EnumField,Missing,false
ExcelScript.NamedSheetView,N/A,Class,Good,false
ExcelScript.NamedSheetView,activate(),Method,Good,false
ExcelScript.NamedSheetView,delete(),Method,Poor,false
ExcelScript.NamedSheetView,duplicate(name),Method,Poor,false
ExcelScript.NamedSheetView,getName(),Method,Good,false
ExcelScript.NamedSheetView,setName(name),Method,Good,false
ExcelScript.NumberFormatCategory,N/A,Class,Poor,false
ExcelScript.NumberFormatCategory,accounting,EnumField,Fine,false
ExcelScript.NumberFormatCategory,currency,EnumField,Good,false
ExcelScript.NumberFormatCategory,custom,EnumField,Fine,false
ExcelScript.NumberFormatCategory,date,EnumField,Good,false
ExcelScript.NumberFormatCategory,fraction,EnumField,Fine,false
ExcelScript.NumberFormatCategory,general,EnumField,Poor,false
ExcelScript.NumberFormatCategory,number,EnumField,Good,false
ExcelScript.NumberFormatCategory,percentage,EnumField,Fine,false
ExcelScript.NumberFormatCategory,scientific,EnumField,Fine,false
ExcelScript.NumberFormatCategory,special,EnumField,Fine,false
ExcelScript.NumberFormatCategory,text,EnumField,Good,false
ExcelScript.NumberFormatCategory,time,EnumField,Good,false
ExcelScript.NumberFormatInfo,N/A,Class,Good,false
ExcelScript.NumberFormatInfo,getNumberDecimalSeparator(),Method,Good,false
ExcelScript.NumberFormatInfo,getNumberGroupSeparator(),Method,Good,false
ExcelScript.PageBreak,N/A,Class,Missing,false
ExcelScript.PageBreak,delete(),Method,Poor,false
ExcelScript.PageBreak,getCellAfterBreak(),Method,Poor,false
ExcelScript.PageBreak,getColumnIndex(),Method,Poor,false
ExcelScript.PageLayout,N/A,Class,Good,false
ExcelScript.PageLayout,getBlackAndWhite(),Method,Poor,false
ExcelScript.PageLayout,getBottomMargin(),Method,Fine,false
ExcelScript.PageLayout,getCenterHorizontally(),Method,Good,false
ExcelScript.PageLayout,getCenterVertically(),Method,Good,false
ExcelScript.PageLayout,getDraftMode(),Method,Good,false
